RatingBlock,Image,Gender,AgeGroup,RatingBlockOrder.thisRepN,RatingBlockOrder.thisTrialN,RatingBlockOrder.thisN,RatingBlockOrder.thisIndex,Ratingtrials.thisRepN,Ratingtrials.thisTrialN,Ratingtrials.thisN,Ratingtrials.thisIndex,RInstr.started,RInstr.stopped,RKey.keys,RKey.rt,RKey.started,RKey.stopped,image_5.started,image_5.stopped,slider.response,slider.rt,slider.started,slider.stopped,NextBu.started,NextBu.stopped,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.clicked_name,mouse_5.started,mouse_5.stopped,text_4.started,text_4.stopped,text_5.started,text_5.stopped,ITI,text.started,text.stopped,MacID,Gender,Age,Ethnicity (e.g., African, Asian, & Caucasian),date,expName,psychopyVersion,frameRate,
TrialCondition_B.xlsx,None,,None,0,2,2,1,0,1,1,1,,,,,,,35.7358578160638,None,50.22222222222222,0.775058374973014,36.032770266989246,None,36.032770266989246,None,0.0022222222222222222,-0.39666666666666667,1,0,0,NextBu,0.31141232943627983,None,36.032770266989246,None,36.032770266989246,None,1.2358097180178929,36.95634802803397,None,,,,,2021_Nov_12_1517,FatFaceOnline,2021.2.3,61.7999280929699,
TrialCondition_B.xlsx,None,,None,0,2,2,1,0,2,2,0,,,,,,,38.203434347058646,None,50.33333333333333,0.8567793720867485,38.50055711599998,None,38.50055711599998,None,0.005555555555555556,-0.39666666666666667,1,0,0,NextBu,0.31068930530454963,None,38.50055711599998,None,38.50055711599998,None,1.2010561282324002,39.381864194059744,None,,,,,2021_Nov_12_1517,FatFaceOnline,2021.2.3,61.7999280929699,
TrialCondition_B.xlsx,,,,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021_Nov_12_1517,FatFaceOnline,2021.2.3,61.7999280929699,
TrialCondition_E.xlsx,Images/sA-M-ver7.jpg,,senioradult,0,3,3,4,0,0,0,1,,,,,,,40.66177328606136,None,49.111111111111114,0.7773077129386365,40.956718577072024,None,40.956718577072024,None,0.005555555555555556,-0.3711111111111111,1,0,0,NextBu,0.32128443045075983,None,40.956718577072024,None,40.956718577072024,None,1.157238306559612,41.80064442800358,None,,,,,2021_Nov_12_1517,FatFaceOnline,2021.2.3,61.7999280929699,
TrialCondition_E.xlsx,Images/sA-F-ver7.jpg,,senioradult,0,3,3,4,0,1,1,3,,,,,,,43.01236608205363,None,49.77777777777778,1.4388556010089815,43.300967982038856,None,43.300967982038856,None,0.0044444444444444444,-0.4222222222222222,1,0,0,NextBu,0.3132574390619993,None,43.300967982038856,None,43.300967982038856,None,1.1656699164626372,44.800456608994864,None,,,,,2021_Nov_12_1517,FatFaceOnline,2021.2.3,61.7999280929699,
TrialCondition_E.xlsx,Images/sA-F-ver1.jpg,,senioradult,0,3,3,4,0,2,2,2,,,,,,,46.03450003103353,None,50.0,0.8956705000018701,46.33422739605885,None,46.33422739605885,None,0.0022222222222222222,-0.41888888888888887,1,0,0,NextBu,0.31715938495472074,None,46.33422739605885,None,46.33422739605885,None,0.7097894509879468,47.43909334205091,None,,,,,2021_Nov_12_1517,FatFaceOnline,2021.2.3,61.7999280929699,
TrialCondition_E.xlsx,Images/sA-M-ver4.jpg,,senioradult,0,3,3,4,0,3,3,0,,,,,,,48.223207558039576,None,50.0,0.8053658769931644,48.515527397044934,None,48.515527397044934,None,-0.0044444444444444444,-0.39222222222222225,1,0,0,NextBu,0.3120085928821936,None,48.515527397044934,None,48.515527397044934,None,1.1732663915963506,49.56440004101023,None,,,,,2021_Nov_12_1517,FatFaceOnline,2021.2.3,61.7999280929699,
TrialCondition_E.xlsx,,,,0,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021_Nov_12_1517,FatFaceOnline,2021.2.3,61.7999280929699,
TrialCondition_F.xlsx,Images/M-A-C.jpg,,Adult ,0,4,4,5,0,0,0,5,,,,,,,50.77655962505378,None,50.55555555555556,0.8952100790338591,51.06874272506684,None,51.06874272506684,None,-0.0011111111111111111,-0.37444444444444447,1,0,0,NextBu,0.3157091225730255,None,51.06874272506684,None,51.06874272506684,None,1.0753989840565679,52.050006016972475,None,,,,,2021_Nov_12_1517,FatFaceOnline,2021.2.3,61.7999280929699,
TrialCondition_F.xlsx,Images/F-C-C.jpg,,Adult ,0,4,4,5,0,1,1,3,,,,,,,53.144681498990394,None,49.888888888888886,1.1585852360585704,53.43636323499959,None,53.43636323499959,None,0.0033333333333333335,-0.38666666666666666,1,0,0,NextBu,0.3110213939798996,None,53.43636323499959,None,53.43636323499959,None,0.8953311533390085,54.964564230060205,None,,,,,2021_Nov_12_1517,FatFaceOnline,2021.2.3,61.7999280929699,
TrialCondition_F.xlsx,Images/F-A-C.jpg,,Adult ,0,4,4,5,0,2,2,1,,,,,,,55.87963136599865,None,50.0,0.896141585893929,56.17260998499114,None,56.17260998499114,None,0.0,-0.35888888888888887,1,0,0,NextBu,0.3189715089974925,None,56.17260998499114,None,56.17260998499114,None,0.8966139110139515,57.06778739404399,None,,,,,2021_Nov_12_1517,FatFaceOnline,2021.2.3,61.7999280929699,
TrialCondition_F.xlsx,Images/F-C-A.jpg,,Adult ,0,4,4,5,0,3,3,2,,,,,,,57.996807344025,None,50.77777777777778,0.6274595470167696,58.28326549206395,None,58.28326549206395,None,0.005555555555555556,-0.38222222222222224,1,0,0,NextBu,0.3077418740140274,None,58.28326549206395,None,58.28326549206395,None,1.1070745387307777,59.14142310107127,None,,,,,2021_Nov_12_1517,FatFaceOnline,2021.2.3,61.7999280929699,
TrialCondition_F.xlsx,Images/M-C-C.jpg,,Adult ,0,4,4,5,0,4,4,7,,,,,,,60.27654402004555,None,51.22222222222222,0.8575633469736204,60.56698954105377,None,60.56698954105377,None,0.012222222222222223,-0.3788888888888889,1,0,0,NextBu,0.3144853140693158,None,60.56698954105377,None,60.56698954105377,None,1.168403633877589,61.43323328602128,None,,,,,2021_Nov_12_1517,FatFaceOnline,2021.2.3,61.7999280929699,
TrialCondition_F.xlsx,Images/F-A-A.jpg,,Adult ,0,4,4,5,0,5,5,0,,,,,,,62.627744271070696,None,50.66666666666667,2.3101977889891714,62.914558695978485,None,62.914558695978485,None,0.005555555555555556,-0.4177777777777778,1,0,0,NextBu,0.30970397708006203,None,62.914558695978485,None,62.914558695978485,None,0.8711800864569407,65.23581691202708,None,,,,,2021_Nov_12_1517,FatFaceOnline,2021.2.3,61.7999280929699,
TrialCondition_F.xlsx,Images/M-A-A.jpg,,Adult ,0,4,4,5,0,6,6,4,,,,,,,66.12661990197375,None,50.33333333333333,0.6157101780408993,66.419749265071,None,66.419749265071,None,0.0044444444444444444,-0.37444444444444447,1,0,0,NextBu,0.31527952186297625,None,66.419749265071,None,66.419749265071,None,0.57276668318396,67.3013972180197,None,,,,,2021_Nov_12_1517,FatFaceOnline,2021.2.3,61.7999280929699,
TrialCondition_F.xlsx,Images/M-C-A.jpg,,Adult ,0,4,4,5,0,7,7,6,,,,,,,67.89286649599671,None,50.22222222222222,0.7612428590655327,68.18670264398679,None,68.18670264398679,None,0.01,-0.41,1,0,0,NextBu,0.3153440940659493,None,68.18670264398679,None,68.18670264398679,None,1.2055234052786268,68.97638511506375,None,,,,,2021_Nov_12_1517,FatFaceOnline,2021.2.3,61.7999280929699,
TrialCondition_F.xlsx,,,,0,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021_Nov_12_1517,FatFaceOnline,2021.2.3,61.7999280929699,
None,,,,0,5,5,6,0,0,0,0,,,,,,,70.20652897807304,None,50.11111111111111,1.7415308440104127,70.50299169798382,None,70.50299169798382,None,-0.008888888888888889,-0.38666666666666666,1,0,0,NextBu,0.3190432289848104,None,70.50299169798382,None,70.50299169798382,None,0.9093550824531225,73.14369321998674,None,,,,,2021_Nov_12_1517,FatFaceOnline,2021.2.3,61.7999280929699,
None,,,,0,5,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021_Nov_12_1517,FatFaceOnline,2021.2.3,61.7999280929699,
TrialCondition_A.xlsx,None,,None,0,6,6,0,0,0,0,4,,,,,,,74.08311740902718,None,50.22222222222222,1.9562871210509911,74.38467923202552,None,74.38467923202552,None,0.0022222222222222222,-0.3788888888888889,1,0,0,NextBu,0.3170339569915086,None,74.38467923202552,None,74.38467923202552,None,1.224017308060478,76.37693875399418,None,,,,,2021_Nov_12_1517,FatFaceOnline,2021.2.3,61.7999280929699,
TrialCondition_A.xlsx,Images/chld-M-ver2.jpg,,child,0,6,6,0,0,1,1,0,,,,,,,77.6346793799894,None,50.33333333333333,1.819181137951091,77.93476906197611,None,77.93476906197611,None,0.0033333333333333335,-0.3611111111111111,1,0,0,NextBu,0.312365191988647,None,77.93476906197611,None,77.93476906197611,None,1.423392621191232,79.75276674097404,None,,,,,2021_Nov_12_1517,FatFaceOnline,2021.2.3,61.7999280929699,
TrialCondition_A.xlsx,Images/chld-M-ver3.jpg,,child,0,6,6,0,0,2,2,1,,,,,,,81.2090341260191,None,49.888888888888886,0.8543450990691781,81.50119684706442,None,81.50119684706442,None,0.0033333333333333335,-0.35777777777777775,1,0,0,NextBu,0.31496855651494116,None,81.50119684706442,None,81.50119684706442,None,0.6461057996743178,82.38842647208367,None,,,,,2021_Nov_12_1517,FatFaceOnline,2021.2.3,61.7999280929699,
TrialCondition_A.xlsx,Images/chld-F-ver3.jpg,,child,0,6,6,0,0,3,3,3,,,,,,,83.07869810203556,None,50.888888888888886,0.6494849630398676,83.36713861208409,None,83.36713861208409,None,0.008888888888888889,-0.37555555555555553,1,0,0,NextBu,0.3125285094138235,None,83.36713861208409,None,83.36713861208409,None,0.7948224852901686,84.06705416098703,None,,,,,2021_Nov_12_1517,FatFaceOnline,2021.2.3,61.7999280929699,
TrialCondition_A.xlsx,None,,None,0,6,6,0,0,4,4,12,,,,,,,84.86967111902777,None,50.33333333333333,0.9333726769546047,85.16819375299383,None,85.16819375299383,None,0.005555555555555556,-0.37555555555555553,1,0,0,NextBu,0.31050449947360903,None,85.16819375299383,None,85.16819375299383,None,1.0619234361661398,86.30645806202665,None,,,,,2021_Nov_12_1517,FatFaceOnline,2021.2.3,61.7999280929699,
TrialCondition_A.xlsx,None,,None,0,6,6,0,0,5,5,10,,,,,,,87.38636937201954,None,50.33333333333333,1.8542115439195186,87.6829154320294,None,87.6829154320294,None,-0.0044444444444444444,-0.41333333333333333,1,0,0,NextBu,0.3079647885169834,None,87.6829154320294,None,87.6829154320294,None,1.3044864435140524,89.69067002902739,None,,,,,2021_Nov_12_1517,FatFaceOnline,2021.2.3,61.7999280929699,
TrialCondition_A.xlsx,None,,None,0,6,6,0,0,6,6,11,,,,,,,91.01503299700562,None,49.77777777777778,0.8279648519819602,91.31885710998904,None,91.31885710998904,None,0.013333333333333334,-0.3811111111111111,1,0,0,NextBu,0.31874464242719114,None,91.31885710998904,None,91.31885710998904,None,1.4659307992974622,92.49506897397805,None,,,,,2021_Nov_12_1517,FatFaceOnline,2021.2.3,61.7999280929699,
TrialCondition_A.xlsx,None,,None,0,6,6,0,0,7,7,13,,,,,,,93.97339600301348,None,50.44444444444445,0.916842860984616,94.28228846006095,None,94.28228846006095,None,0.0044444444444444444,-0.4088888888888889,1,0,0,NextBu,0.3214639634825289,None,94.28228846006095,None,94.28228846006095,None,1.24583310001186,95.16223797306884,None,,,,,2021_Nov_12_1517,FatFaceOnline,2021.2.3,61.7999280929699,
TrialCondition_A.xlsx,None,,None,0,6,6,0,0,8,8,14,,,,,,,96.41755463299341,None,49.888888888888886,0.7203230209415779,96.71794236404821,None,96.71794236404821,None,0.0044444444444444444,-0.39555555555555555,1,0,0,NextBu,0.31277510442305356,None,96.71794236404821,None,96.71794236404821,None,0.5405109845553913,97.63158256898168,None,,,,,2021_Nov_12_1517,FatFaceOnline,2021.2.3,61.7999280929699,
TrialCondition_A.xlsx,Images/chld-F-ver2.jpg,,child,0,6,6,0,0,9,9,2,,,,,,,98.21244878403377,None,50.0,0.9233923860592768,98.5002418620279,None,98.5002418620279,None,0.0,-0.4011111111111111,1,0,0,NextBu,0.309340707375668,None,98.5002418620279,None,98.5002418620279,None,0.8795828963316403,99.5522951950552,None,,,,,2021_Nov_12_1517,FatFaceOnline,2021.2.3,61.7999280929699,
TrialCondition_A.xlsx,None,,None,0,6,6,0,0,10,10,8,,,,,,,100.44342413998675,None,50.22222222222222,0.7919381819665432,100.74866075499449,None,100.74866075499449,None,0.0022222222222222222,-0.37,1,0,0,NextBu,0.3189558613812551,None,100.74866075499449,None,100.74866075499449,None,0.6027093510645845,101.58604101999663,None,,,,,2021_Nov_12_1517,FatFaceOnline,2021.2.3,61.7999280929699,
TrialCondition_A.xlsx,None,,None,0,6,6,0,0,11,11,5,,,,,,,102.19967815896962,None,50.44444444444445,1.1965594430221245,102.50052192097064,None,102.50052192097064,None,0.005555555555555556,-0.4211111111111111,1,0,0,NextBu,0.31584303942508996,None,102.50052192097064,None,102.50052192097064,None,0.5764317334547421,103.88498547207564,None,,,,,2021_Nov_12_1517,FatFaceOnline,2021.2.3,61.7999280929699,
TrialCondition_A.xlsx,None,,None,0,6,6,0,0,12,12,6,,,,,,,104.47114055603743,None,50.22222222222222,0.9703230579616502,104.76652354106773,None,104.76652354106773,None,0.0044444444444444444,-0.3988888888888889,1,0,0,NextBu,0.30732355650980026,None,104.76652354106773,None,104.76652354106773,None,1.3587292800331685,105.95527467504144,None,,,,,2021_Nov_12_1517,FatFaceOnline,2021.2.3,61.7999280929699,
TrialCondition_A.xlsx,None,,None,0,6,6,0,0,13,13,9,,,,,,,107.33490268501919,None,50.11111111111111,2.7002943009138107,107.63369142799638,None,107.63369142799638,None,-0.0011111111111111111,-0.37222222222222223,1,0,0,NextBu,0.31170288543216884,None,107.63369142799638,None,107.63369142799638,None,1.2785019571101133,110.50880919699557,None,,,,,2021_Nov_12_1517,FatFaceOnline,2021.2.3,61.7999280929699,
TrialCondition_A.xlsx,None,,None,0,6,6,0,0,14,14,7,,,,,,,111.80476741003804,None,49.55555555555556,0.7626120951026678,112.09922082908452,None,112.09922082908452,None,0.011111111111111112,-0.39666666666666667,1,0,0,NextBu,0.30735299142543226,None,112.09922082908452,None,112.09922082908452,None,0.7758725903386359,112.94892045599408,None,,,,,2021_Nov_12_1517,FatFaceOnline,2021.2.3,61.7999280929699,
TrialCondition_A.xlsx,,,,0,6,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021_Nov_12_1517,FatFaceOnline,2021.2.3,61.7999280929699,
None,,,,0,7,7,7,0,0,0,0,,,,,,,113.73578159499448,None,51.33333333333333,2.1402005979325622,114.03364746202715,None,114.03364746202715,None,0.0,-0.38555555555555554,1,0,0,NextBu,0.3092409453820437,None,114.03364746202715,None,114.03364746202715,None,0.6020964130198038,116.3805966960499,None,,,,,2021_Nov_12_1517,FatFaceOnline,2021.2.3,61.7999280929699,
None,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021_Nov_12_1517,FatFaceOnline,2021.2.3,61.7999280929699,
