RatingBlock,Image,Gender,AgeGroup,RatingBlockOrder.thisRepN,RatingBlockOrder.thisTrialN,RatingBlockOrder.thisN,RatingBlockOrder.thisIndex,Ratingtrials.thisRepN,Ratingtrials.thisTrialN,Ratingtrials.thisN,Ratingtrials.thisIndex,RInstr.started,RInstr.stopped,RKey.keys,RKey.rt,RKey.started,RKey.stopped,image_5.started,image_5.stopped,slider.response,slider.rt,slider.started,slider.stopped,NextBu.started,NextBu.stopped,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.clicked_name,mouse_5.started,mouse_5.stopped,text_4.started,text_4.stopped,text_5.started,text_5.stopped,ITI,text.started,text.stopped,MacID,Gender,Age,Ethnicity (e.g., African, Asian, & Caucasian),date,expName,psychopyVersion,frameRate,
TrialCondition_C.xlsx,Images/yA-M-ver5.jpg,,youngadult,0,1,1,2,0,0,0,0,,,,,,,34.331572697963566,None,50.77777777777778,0.960111181018874,34.621559489984065,None,34.621559489984065,None,0.0077777777777777776,-0.3933333333333333,1,0,0,NextBu,0.31173235969617963,None,34.621559489984065,None,34.621559489984065,None,1.1979844014022836,35.59046921599656,None,,,,,2021_Nov_10_1742,FatFaceOnline,2021.2.3,59.90902850064081,
TrialCondition_C.xlsx,Images/yA-F-ver2.jpg,,youngadult,0,1,1,2,0,1,1,2,,,,,,,36.82411017001141,None,52.33333333333333,0.9690477079711854,37.12139571097214,None,37.12139571097214,None,0.015555555555555555,-0.38333333333333336,1,0,0,NextBu,0.3144385168561712,None,37.12139571097214,None,37.12139571097214,None,0.9757244401109135,38.054703459958546,None,,,,,2021_Nov_10_1742,FatFaceOnline,2021.2.3,59.90902850064081,
TrialCondition_C.xlsx,Images/yA-M-ver7.jpg,,youngadult,0,1,1,2,0,2,2,1,,,,,,,39.054365879972465,None,51.66666666666667,0.6801736779743806,39.34457231895067,None,39.34457231895067,None,0.016666666666666666,-0.3977777777777778,1,0,0,NextBu,0.31365332973655313,None,39.34457231895067,None,39.34457231895067,None,0.8037192231251913,40.03127987997141,None,,,,,2021_Nov_10_1742,FatFaceOnline,2021.2.3,59.90902850064081,
TrialCondition_C.xlsx,Images/yA-F-ver5.jpg,,youngadult,0,1,1,2,0,3,3,3,,,,,,,40.869247886002995,None,52.0,0.761844114982523,41.153957610949874,None,41.153957610949874,None,0.015555555555555555,-0.3977777777777778,1,0,0,NextBu,0.3063492808723822,None,41.153957610949874,None,41.153957610949874,None,1.4009616456467162,41.8837313039694,None,,,,,2021_Nov_10_1742,FatFaceOnline,2021.2.3,59.90902850064081,
TrialCondition_C.xlsx,,,,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021_Nov_10_1742,FatFaceOnline,2021.2.3,59.90902850064081,
None,,,,0,2,2,7,0,0,0,0,,,,,,,43.317560964031145,None,53.11111111111111,0.8090726670343429,43.608287121052854,None,43.608287121052854,None,0.03222222222222222,-0.36444444444444446,1,0,0,NextBu,0.31205509684514254,None,43.608287121052854,None,43.608287121052854,None,0.6819008238625033,44.43701096600853,None,,,,,2021_Nov_10_1742,FatFaceOnline,2021.2.3,59.90902850064081,
None,,,,0,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021_Nov_10_1742,FatFaceOnline,2021.2.3,59.90902850064081,
TrialCondition_D.xlsx,Images/midA-F-ver2.jpg,,midadult,0,3,3,3,0,0,0,2,,,,,,,45.19467959704343,None,51.22222222222222,1.0073818480595946,45.4874034159584,None,45.4874034159584,None,0.025555555555555557,-0.4077777777777778,1,0,0,NextBu,0.3105264325859025,None,45.4874034159584,None,45.4874034159584,None,0.532137500090112,46.493970133014955,None,,,,,2021_Nov_10_1742,FatFaceOnline,2021.2.3,59.90902850064081,
TrialCondition_D.xlsx,Images/midA-F-ver3.jpg,,midadult,0,3,3,3,0,1,1,3,,,,,,,47.08761214604601,None,50.55555555555556,0.9040373159805313,47.37782071100082,None,47.37782071100082,None,0.011111111111111112,-0.37666666666666665,1,0,0,NextBu,0.310532811563462,None,47.37782071100082,None,47.37782071100082,None,1.4515701344282903,48.25905019196216,None,,,,,2021_Nov_10_1742,FatFaceOnline,2021.2.3,59.90902850064081,
TrialCondition_D.xlsx,Images/midA-M-ver5.jpg,,midadult,0,3,3,3,0,2,2,0,,,,,,,49.77134910703171,None,50.66666666666667,0.976647091913037,50.07171329297125,None,50.07171329297125,None,0.006666666666666667,-0.39444444444444443,1,0,0,NextBu,0.3181376386201009,None,50.07171329297125,None,50.07171329297125,None,0.8516191176409043,51.01979772699997,None,,,,,2021_Nov_10_1742,FatFaceOnline,2021.2.3,59.90902850064081,
TrialCondition_D.xlsx,Images/midA-M-ver6.jpg,,midadult,0,3,3,3,0,3,3,1,,,,,,,51.93595859897323,None,51.11111111111111,0.7616565820062533,52.22302740905434,None,52.22302740905434,None,0.011111111111111112,-0.3877777777777778,1,0,0,NextBu,0.3134590605041012,None,52.22302740905434,None,52.22302740905434,None,0.8665324689142774,53.028902846970595,None,,,,,2021_Nov_10_1742,FatFaceOnline,2021.2.3,59.90902850064081,
TrialCondition_D.xlsx,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021_Nov_10_1742,FatFaceOnline,2021.2.3,59.90902850064081,
