RKey.keys,RKey.rt,slider.response,slider.rt,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.clicked_name,ITI,Ratingtrials.thisRepN,Ratingtrials.thisTrialN,Ratingtrials.thisN,Ratingtrials.thisIndex,Ratingtrials.ran,Image,Gender,AgeGroup,MacID,Age,"Ethnicity (e.g., African, Asian, & Caucasian)",date,expName,psychopyVersion,OS,frameRate,RatingBlockOrder.thisRepN,RatingBlockOrder.thisTrialN,RatingBlockOrder.thisN,RatingBlockOrder.thisIndex,RatingBlockOrder.ran,RatingBlock,Position
,,70.53385417,1.021,0.04202691,-0.388628472,1,0,0,NextBu,0.94100755,0,23,23,5,1,Images/M-A-C-ver1.jpg,,Adult ,,,,2021-11-16_19h04.28.895,FatFaceRating,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,2021-11-16_19h04.28.895,FatFaceRating,2021.2.3,MacIntel,60.0024001,0,1,1,5,1,TrialCondition_F.xlsx,
,,70.24088542,1.4184,0.043177083,-0.399309896,1,0,0,NextBu,0.814918081,0,0,0,0,1,Images/chld-M-ver2.jpg,,child,,,,2021-11-16_19h04.28.895,FatFaceRating,2021.2.3,MacIntel,60.0024001,,,,,,,
,,68.90842014,1.2216,0.029118924,-0.364500868,1,0,0,NextBu,1.463944654,0,1,1,3,1,Images/chld-F-ver3.jpg,,child,,,,2021-11-16_19h04.28.895,FatFaceRating,2021.2.3,MacIntel,60.0024001,,,,,,,
,,70.65234375,1.2197,0.003689236,-0.412296007,1,0,0,NextBu,0.979793651,0,2,2,2,1,Images/chld-F-ver2.jpg,,child,,,,2021-11-16_19h04.28.895,FatFaceRating,2021.2.3,MacIntel,60.0024001,,,,,,,
,,67.55208333,1.2866,0.030060764,-0.371467014,1,0,0,NextBu,1.075984016,0,3,3,1,1,Images/chld-M-ver3.jpg,,child,,,,2021-11-16_19h04.28.895,FatFaceRating,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,2021-11-16_19h04.28.895,FatFaceRating,2021.2.3,MacIntel,60.0024001,0,2,2,0,1,TrialCondition_A.xlsx,
,,67.99826389,1.325,0.038980035,-0.378207465,1,0,0,NextBu,1.477984557,0,0,0,0,1,Images/midA-M-ver5.jpg,,midadult,,,,2021-11-16_19h04.28.895,FatFaceRating,2021.2.3,MacIntel,60.0024001,,,,,,,
,,65.67317708,1.2486,0.057139757,-0.372170139,1,0,0,NextBu,1.22452829,0,1,1,1,1,Images/midA-M-ver6.jpg,,midadult,,,,2021-11-16_19h04.28.895,FatFaceRating,2021.2.3,MacIntel,60.0024001,,,,,,,
,,66.74262153,1.3729,0.031315104,-0.384036458,1,0,0,NextBu,1.360546663,0,2,2,2,1,Images/midA-F-ver2.jpg,,midadult,,,,2021-11-16_19h04.28.895,FatFaceRating,2021.2.3,MacIntel,60.0024001,,,,,,,
,,66.70833333,1.4681,0.020590278,-0.398133681,1,0,0,NextBu,1.176493499,0,3,3,3,1,Images/midA-F-ver3.jpg,,midadult,,,,2021-11-16_19h04.28.895,FatFaceRating,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,2021-11-16_19h04.28.895,FatFaceRating,2021.2.3,MacIntel,60.0024001,0,3,3,3,1,TrialCondition_D.xlsx,
,,70.33333333,0.963,0.02296441,-0.387374132,1,0,0,NextBu,0.942566395,0,0,0,1,1,Images/adl-M-ver3.jpg,,adolescent,,,,2021-11-16_19h04.28.895,FatFaceRating,2021.2.3,MacIntel,60.0024001,,,,,,,0.5
,,67.05902778,1.0733,0.037052951,-0.381315104,1,0,0,NextBu,1.386444598,0,1,1,2,1,Images/adl-F-ver5.jpg,,adolescent,,,,2021-11-16_19h04.28.895,FatFaceRating,2021.2.3,MacIntel,60.0024001,,,,,,,0.5
,,69.84548611,1.031,0.062786458,-0.378168403,1,0,0,NextBu,1.246524474,0,2,2,0,1,Images/adl-M-ver2.jpg,,adolescent,,,,2021-11-16_19h04.28.895,FatFaceRating,2021.2.3,MacIntel,60.0024001,,,,,,,-0.5
,,70.78515625,1.0428,0.062530382,-0.39125434,1,0,0,NextBu,1.321340032,0,3,3,3,1,Images/adl-F-ver8.jpg,,adolescent,,,,2021-11-16_19h04.28.895,FatFaceRating,2021.2.3,MacIntel,60.0024001,,,,,,,-0.5
,,,,,,,,,,,,,,,,,,,,,,2021-11-16_19h04.28.895,FatFaceRating,2021.2.3,MacIntel,60.0024001,0,4,4,1,1,TrialCondition_B.xlsx,
,,75.83333333,1.0471,0.049427083,-0.366006944,1,0,0,NextBu,0.774989983,0,0,0,0,1,Images/sA-M-ver4.jpg,,senioradult,,,,2021-11-16_19h04.28.895,FatFaceRating,2021.2.3,MacIntel,60.0024001,,,,,,,
,,72.53385417,0.7569,0.042148437,-0.370516493,1,0,0,NextBu,1.109632973,0,1,1,2,1,Images/sA-F-ver1.jpg,,senioradult,,,,2021-11-16_19h04.28.895,FatFaceRating,2021.2.3,MacIntel,60.0024001,,,,,,,
,,68.78081597,0.7321,-0.035034722,-0.395355903,1,0,0,NextBu,1.432985211,0,2,2,1,1,Images/sA-M-ver7.jpg,,senioradult,,,,2021-11-16_19h04.28.895,FatFaceRating,2021.2.3,MacIntel,60.0024001,,,,,,,
,,62.8359375,0.7878,0.025789931,-0.405568576,1,0,0,NextBu,1.435351088,0,3,3,3,1,Images/sA-F-ver7.jpg,,senioradult,,,,2021-11-16_19h04.28.895,FatFaceRating,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,2021-11-16_19h04.28.895,FatFaceRating,2021.2.3,MacIntel,60.0024001,0,5,5,4,1,TrialCondition_E.xlsx,
