RatingBlock,Image,Gender,AgeGroup,RatingBlockOrder.thisRepN,RatingBlockOrder.thisTrialN,RatingBlockOrder.thisN,RatingBlockOrder.thisIndex,Ratingtrials.thisRepN,Ratingtrials.thisTrialN,Ratingtrials.thisN,Ratingtrials.thisIndex,RInstr.started,RInstr.stopped,RKey.keys,RKey.rt,RKey.started,RKey.stopped,image_5.started,image_5.stopped,slider.response,slider.rt,slider.started,slider.stopped,NextBu.started,NextBu.stopped,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.clicked_name,mouse_5.started,mouse_5.stopped,text_4.started,text_4.stopped,text_5.started,text_5.stopped,ITI,text.started,text.stopped,MacID,Gender,Age,Ethnicity (e.g., African, Asian, & Caucasian),date,expName,psychopyVersion,frameRate,
TrialCondition_C.xlsx,,,,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021_Nov_09_1953,FatFaceOnline,2021.2.3,60.13122836795838,
TrialCondition_B.xlsx,images/F-C-C.jpeg,,Adult,0,2,2,1,0,0,0,3,,,,,,,31.15861246502027,None,55.55555555555556,1.058245932101272,31.450392091064714,None,31.450392091064714,None,0.04888888888888889,-0.38555555555555554,1,0,0,NextBu,0.31559014099184424,None,31.450392091064714,None,31.450392091064714,None,1.495702889526306,32.53239545109682,None,,,,,2021_Nov_09_1953,FatFaceOnline,2021.2.3,60.13122836795838,
TrialCondition_B.xlsx,images/M-C-A.jpeg,,Adult,0,2,2,1,0,1,1,6,,,,,,,34.05884135502856,None,55.888888888888886,0.4479256799677387,34.35467732301913,None,34.35467732301913,None,0.042222222222222223,-0.38222222222222224,1,0,0,NextBu,0.3157206040341407,None,34.35467732301913,None,34.35467732301913,None,1.4539008554350243,34.844711910001934,None,,,,,2021_Nov_09_1953,FatFaceOnline,2021.2.3,60.13122836795838,
TrialCondition_B.xlsx,images/M-A-A.jpg,,Adult,0,2,2,1,0,2,2,4,,,,,,,36.32457256002817,None,57.111111111111114,0.543093804968521,36.61522439401597,None,36.61522439401597,None,0.057777777777777775,-0.3811111111111111,1,0,0,NextBu,0.31256182596553117,None,36.61522439401597,None,36.61522439401597,None,0.679224305451085,37.16785546101164,None,,,,,2021_Nov_09_1953,FatFaceOnline,2021.2.3,60.13122836795838,
TrialCondition_B.xlsx,images/M-C-C.jpeg,,Adult,0,2,2,1,0,3,3,7,,,,,,,37.87674794101622,None,57.333333333333336,0.7613726850831881,38.167095069075,None,38.167095069075,None,0.06111111111111111,-0.40444444444444444,1,0,0,NextBu,0.3122049419907853,None,38.167095069075,None,38.167095069075,None,0.7697610275227518,38.932879797997884,None,,,,,2021_Nov_09_1953,FatFaceOnline,2021.2.3,60.13122836795838,
TrialCondition_B.xlsx,images/F-A-A.jpeg,,Adult,0,2,2,1,0,4,4,0,,,,,,,39.731319196056575,None,57.77777777777777,0.8193468929966912,40.03654841007665,None,40.03654841007665,None,0.058888888888888886,-0.3888888888888889,1,0,0,NextBu,0.30065966199617833,None,40.03654841007665,None,40.03654841007665,None,0.5882856210869877,40.89813505508937,None,,,,,2021_Nov_09_1953,FatFaceOnline,2021.2.3,60.13122836795838,
TrialCondition_B.xlsx,images/M-A-C.jpeg,,Adult,0,2,2,1,0,5,5,5,,,,,,,41.50996643200051,None,56.666666666666664,1.7821505450410768,41.80022579000797,None,41.80022579000797,None,0.042222222222222223,-0.3711111111111111,1,0,0,NextBu,0.3150081830099225,None,41.80022579000797,None,41.80022579000797,None,0.5964865701536693,43.694351846002974,None,,,,,2021_Nov_09_1953,FatFaceOnline,2021.2.3,60.13122836795838,
TrialCondition_B.xlsx,images/F-C-A.jpeg,,Adult,0,2,2,1,0,6,6,2,,,,,,,44.31300189101603,None,56.00000000000001,0.8445551500190049,44.59955911710858,None,44.59955911710858,None,0.056666666666666664,-0.41444444444444445,1,0,0,NextBu,0.30824331392068416,None,44.59955911710858,None,44.59955911710858,None,0.5339767773794541,45.45127770002,None,,,,,2021_Nov_09_1953,FatFaceOnline,2021.2.3,60.13122836795838,
TrialCondition_B.xlsx,images/F-A-C.jpeg,,Adult,0,2,2,1,0,7,7,1,,,,,,,46.0098094320856,None,57.77777777777777,0.88502154906746,46.30390357400756,None,46.30390357400756,None,0.07777777777777778,-0.3711111111111111,1,0,0,NextBu,0.3166672878433019,None,46.30390357400756,None,46.30390357400756,None,0.5886399004041047,47.19067806901876,None,,,,,2021_Nov_09_1953,FatFaceOnline,2021.2.3,60.13122836795838,
TrialCondition_B.xlsx,,,,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021_Nov_09_1953,FatFaceOnline,2021.2.3,60.13122836795838,
TrialCondition_A.xlsx,None,,None,0,3,3,0,0,0,0,8,,,,,,,47.81577660504263,None,59.44444444444444,0.7306929880287498,48.11347810004372,None,48.11347810004372,None,0.07777777777777778,-0.38555555555555554,1,0,0,NextBu,0.31401535402983427,None,48.11347810004372,None,48.11347810004372,None,1.1985426167045063,48.9339743120363,None,,,,,2021_Nov_09_1953,FatFaceOnline,2021.2.3,60.13122836795838,
TrialCondition_A.xlsx,None,,None,0,3,3,0,0,1,1,4,,,,,,,50.15058450505603,None,60.22222222222222,2.650613971054554,50.44826513400767,None,50.44826513400767,None,0.07,-0.38333333333333336,1,0,0,NextBu,0.3091399410041049,None,50.44826513400767,None,50.44826513400767,None,0.987382223186881,53.39098142203875,None,,,,,2021_Nov_09_1953,FatFaceOnline,2021.2.3,60.13122836795838,
TrialCondition_A.xlsx,None,,None,0,3,3,0,0,2,2,13,,,,,,,54.400186715996824,None,56.44444444444444,1.4302467460511252,54.70011679502204,None,54.70011679502204,None,0.044444444444444446,-0.36666666666666664,1,0,0,NextBu,0.3123848009854555,None,54.70011679502204,None,54.70011679502204,None,1.3055055968583038,56.292280110064894,None,,,,,2021_Nov_09_1953,FatFaceOnline,2021.2.3,60.13122836795838,
,,,,,,,,,,,,,,,,,,57.61497654009145,None,56.222222222222214,1.0117165530100465,57.91723059909418,None,57.91723059909418,None,0.012222222222222223,-0.43,1,0,0,NextBu,0.3164192480035126,None,57.91723059909418,None,57.91723059909418,None,1.3068254068650567,,,,,,,,,,,
